No.,Time,Source,Destination,Protocol,Length,Info,Clasificacion_MLP,Clasificacion_RF,Confianza_MLP,Confianza_RF
19,0.307247,10.157.65.211,224.0.0.252,LLMNR,69,Standard query 0x064c ANY CHIA74417,Normal,Normal,45.7%,100.0%
20,0.307247,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,55.1%,100.0%
21,0.308022,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,55.1%,100.0%
22,0.308022,10.157.65.211,224.0.0.22,IGMPv3,56,Membership Report / Join group 224.0.0.252 for any sources,Normal,Normal,45.7%,100.0%
23,0.406429,10.157.69.106,10.157.65.239,TCP,164,"52502  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=1024 Len=110",Normal,Normal,45.2%,100.0%
24,0.417435,8a:00:f7:59:a8:91,Broadcast,ARP,56,Who has 10.157.64.1? Tell 10.157.65.171,Posible Ataque,Posible Ataque,47.3%,100.0%
25,0.417435,8a:00:f7:59:a8:91,Broadcast,ARP,56,Who has 10.157.64.1? Tell 10.157.65.171,Posible Ataque,Posible Ataque,47.3%,100.0%
26,0.417435,fe80::8cec:c5ff:fe77:fd13,ff02::16,ICMPv6,170,Multicast Listener Report Message v2,Sospechoso,Sospechoso,53.5%,100.0%
27,0.417435,8e:ec:c5:77:fd:13,Broadcast,ARP,56,Gratuitous ARP for 10.157.65.107 (Reply),Posible Ataque,Posible Ataque,47.3%,100.0%
28,0.417435,::,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,55.1%,100.0%
29,0.418538,fe80::6a4:95b3:539c:2a84,ff02::1:3,LLMNR,91,Standard query 0x25e9 AAAA soporte_uaa,Sospechoso,Sospechoso,57.5%,100.0%
30,0.418538,fe80::6a4:95b3:539c:2a84,ff02::fb,MDNS,97,"Standard query 0x0000 A soporte_uaa.local, ""QM"" question",Sospechoso,Sospechoso,57.9%,100.0%
31,0.418538,10.157.65.211,10.157.71.255,NBNS,92,Name query NB SOPORTE_UAA<00>,Normal,Normal,42.4%,100.0%
32,0.449336,10.157.65.239,10.157.69.106,TCP,56,8009  >  52502 [ACK] Seq=1 Ack=111 Win=1161 Len=0,Normal,Normal,44.0%,100.0%
33,0.462986,10.157.65.239,10.157.69.106,TCP,169,"8009  >  52502 [PSH, ACK] Seq=1 Ack=111 Win=1161 Len=115",Normal,Normal,45.3%,100.0%
34,0.507038,10.157.69.106,10.157.65.239,TCP,54,52502  >  8009 [ACK] Seq=111 Ack=116 Win=1024 Len=0,Normal,Normal,44.0%,100.0%
35,0.614178,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.100? Tell 10.157.64.1,Posible Ataque,Posible Ataque,47.5%,100.0%
36,0.614178,10.157.66.40,224.0.0.251,MDNS,87,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Normal,Normal,45.6%,100.0%
37,0.614178,fe80::7889:a8ff:febe:b68c,ff02::fb,MDNS,107,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Sospechoso,Sospechoso,57.8%,100.0%
38,0.614178,10.157.65.211,224.0.0.252,LLMNR,69,Standard query 0x064c ANY CHIA74417,Normal,Normal,45.7%,100.0%
39,0.614178,fe80::6a4:95b3:539c:2a84,ff02::1:3,LLMNR,89,Standard query 0x064c ANY CHIA74417,Sospechoso,Sospechoso,57.5%,100.0%
40,0.715997,HuiZhouGaosh_7a:fe:71,Broadcast,ARP,56,Who has 10.157.70.160? Tell 10.157.65.239,Posible Ataque,Posible Ataque,47.6%,100.0%
41,0.715997,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.67.228? Tell 10.157.64.1,Posible Ataque,Posible Ataque,47.6%,100.0%
42,0.81874,10.157.66.40,239.255.255.250,SSDP,167,M-SEARCH * HTTP/1.1 ,Normal,Normal,45.6%,100.0%
43,0.81874,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.10? Tell 10.157.64.1,Posible Ataque,Posible Ataque,47.7%,100.0%
44,0.928193,fe80::8800:f7ff:fe59:a891,ff02::2,ICMPv6,70,Router Solicitation from 8a:00:f7:59:a8:91,Sospechoso,Sospechoso,55.3%,99.0%
45,0.928193,fe80::8800:f7ff:fe59:a891,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,54.8%,100.0%
46,0.928193,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.66.141? Tell 10.157.64.1,Posible Ataque,Posible Ataque,47.8%,100.0%
47,0.928757,fe80::6a4:95b3:539c:2a84,ff02::fb,MDNS,97,"Standard query 0x0000 A soporte_uaa.local, ""QM"" question",Sospechoso,Sospechoso,57.9%,100.0%
48,0.928757,fe80::6a4:95b3:539c:2a84,ff02::fb,MDNS,97,"Standard query 0x0000 AAAA soporte_uaa.local, ""QU"" question",Sospechoso,Sospechoso,57.9%,100.0%
49,0.928757,10.157.65.211,224.0.0.251,MDNS,77,"Standard query 0x0000 A soporte_uaa.local, ""QM"" question",Normal,Normal,45.5%,100.0%
50,0.929258,10.157.65.211,224.0.0.252,LLMNR,71,Standard query 0xca08 A soporte_uaa,Normal,Normal,45.7%,100.0%
51,0.929258,fe80::6a4:95b3:539c:2a84,ff02::1:3,LLMNR,91,Standard query 0xca08 A soporte_uaa,Sospechoso,Sospechoso,57.5%,100.0%
52,0.929258,10.157.65.211,224.0.0.252,LLMNR,71,Standard query 0x25e9 AAAA soporte_uaa,Normal,Normal,45.7%,100.0%
53,0.929836,fe80::6a4:95b3:539c:2a84,ff02::1:3,LLMNR,91,Standard query 0x25e9 AAAA soporte_uaa,Sospechoso,Sospechoso,57.5%,100.0%
54,0.929836,10.157.65.211,224.0.0.251,MDNS,77,"Standard query 0x0000 AAAA soporte_uaa.local, ""QU"" question",Normal,Normal,45.5%,100.0%
55,0.930738,10.157.65.239,224.0.0.251,MDNS,145,"Standard query 0x0000 ANY D4:3D:52:49:9B:68@OneScreen-6786._raop._tcp.local, ""QM"" question SRV 0 0 51040 es-D43D52499B68.local",Normal,Normal,46.6%,100.0%
56,1.023239,LiteonTechno_75:1d:37,Broadcast,ARP,56,Who has 10.157.65.239? Tell 10.157.65.191,Posible Ataque,Posible Ataque,47.9%,100.0%
57,1.023239,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.66.237? Tell 10.157.64.1,Posible Ataque,Posible Ataque,47.9%,100.0%
58,1.126161,10.157.65.211,224.0.0.22,IGMPv3,56,Membership Report / Leave group 224.0.0.252,Normal,Normal,45.4%,100.0%
59,1.126161,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,54.8%,100.0%
60,1.126161,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,54.8%,100.0%
61,1.126161,fe80::6a4:95b3:539c:2a84,ff02::1:3,LLMNR,89,Standard query 0x32f7 ANY CHIA74417,Sospechoso,Sospechoso,57.5%,100.0%
62,1.126798,10.157.65.211,224.0.0.252,LLMNR,69,Standard query 0x32f7 ANY CHIA74417,Normal,Normal,45.6%,100.0%
63,1.126798,10.157.65.211,224.0.0.22,IGMPv3,56,Membership Report / Join group 224.0.0.252 for any sources,Normal,Normal,45.4%,100.0%
64,1.126798,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.70.32? Tell 10.157.64.1,Posible Ataque,Posible Ataque,48.0%,100.0%
65,1.127349,10.157.65.239,224.0.0.251,MDNS,145,"Standard query 0x0000 ANY D4:3D:52:49:9B:68@OneScreen-6786._raop._tcp.local, ""QM"" question SRV 0 0 51040 es-D43D52499B68.local",Normal,Normal,46.5%,100.0%
66,1.127349,10.157.65.191,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,Normal,Normal,45.8%,100.0%
67,1.228703,10.157.64.73,239.255.255.250,SSDP,167,M-SEARCH * HTTP/1.1 ,Normal,Normal,45.7%,100.0%
68,1.331335,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.67.181? Tell 10.157.64.1,Posible Ataque,Posible Ataque,48.3%,100.0%
69,1.331335,10.157.67.100,224.0.0.251,MDNS,132,"Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question PTR _B143C57E._sub._googlecast._tcp.local, ""QM"" question PTR OneScreen-6786._googlecast._tcp.local",Normal,Normal,46.3%,100.0%
70,1.331335,fe80::18a7:aff3:3487:b498,ff02::fb,MDNS,152,"Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question PTR _B143C57E._sub._googlecast._tcp.local, ""QM"" question PTR OneScreen-6786._googlecast._tcp.local",Sospechoso,Sospechoso,57.1%,100.0%
71,1.331335,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0xc7fce4d5,Normal,Normal,45.0%,100.0%
72,1.331335,72:fc:67:ca:bc:f6,Broadcast,ARP,56,Who has 10.157.69.56? (ARP Probe),Posible Ataque,Posible Ataque,48.3%,100.0%
73,1.4339,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.181? Tell 10.157.64.1,Posible Ataque,Posible Ataque,48.4%,100.0%
74,1.642344,10.157.65.211,224.0.0.22,IGMPv3,56,Membership Report / Join group 224.0.0.252 for any sources,Normal,Normal,45.3%,100.0%
75,1.642344,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,54.5%,100.0%
76,1.642344,fe80::84a2:80ff:fe20:a803,ff02::fb,MDNS,107,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Sospechoso,Sospechoso,57.7%,100.0%
77,1.642344,10.157.64.73,224.0.0.251,MDNS,87,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Normal,Normal,45.6%,100.0%
78,1.643012,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.64.197? Tell 10.157.64.1,Posible Ataque,Posible Ataque,48.6%,100.0%
79,1.643012,10.157.65.239,224.0.0.251,MDNS,193,"Standard query response 0x0000 SRV, cache flush 0 0 51040 es-D43D52499B68.local A, cache flush 10.157.65.239 NSEC, cache flush es-D43D52499B68.local NSEC, cache flush D4:3D:52:49:9B:68@OneScreen-6786._raop._tcp.local",Normal,Normal,47.2%,100.0%
80,1.643012,10.157.69.241,224.0.0.251,MDNS,87,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Normal,Normal,45.6%,100.0%
81,1.740891,72:fc:67:ca:bc:f6,Broadcast,ARP,56,Who has 10.157.69.56? (ARP Probe),Posible Ataque,Posible Ataque,48.7%,100.0%
82,1.740891,fe80::77d9:8ec9:8ada:f849,ff02::fb,MDNS,107,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Sospechoso,Sospechoso,57.6%,100.0%
83,1.740891,10.157.71.174,224.0.0.251,MDNS,87,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Normal,Normal,45.6%,100.0%
84,1.740891,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.67.228? Tell 10.157.64.1,Posible Ataque,Posible Ataque,48.7%,100.0%
85,1.843128,10.157.69.241,239.255.255.250,SSDP,167,M-SEARCH * HTTP/1.1 ,Normal,Normal,45.7%,100.0%
86,1.843128,10.157.65.239,255.255.255.255,UDP,103,48689  >  48689 Len=61,Normal,Normal,47.1%,100.0%
87,1.843128,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.10? Tell 10.157.64.1,Posible Ataque,Posible Ataque,48.8%,100.0%
88,1.945408,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.71.17? Tell 10.157.64.1,Posible Ataque,Posible Ataque,48.9%,100.0%
89,1.945408,10.157.65.239,224.0.0.251,MDNS,411,"Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR OneScreen-6786._airplay._tcp.local PTR _raop._tcp.local SRV, cache flush 0 0 51010 es-D43D52499B68.local NSEC, cache flush OneScreen-6786._airplay._tcp.local",Normal,Normal,51.3%,100.0%
90,1.945408,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.66.141? Tell 10.157.64.1,Posible Ataque,Posible Ataque,48.9%,100.0%
91,1.945408,10.157.65.211,10.157.71.255,NBNS,92,Name query NB SOPORTE_UAA<00>,Normal,Normal,43.0%,100.0%
92,1.946361,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.71.61? Tell 10.157.64.1,Posible Ataque,Posible Ataque,48.9%,100.0%
93,2.055396,72:fc:67:ca:bc:f6,Broadcast,ARP,56,Who has 10.157.69.56? (ARP Probe),Posible Ataque,Posible Ataque,49.0%,100.0%
94,2.055396,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,110,Multicast Listener Report Message v2,Sospechoso,Sospechoso,53.9%,100.0%
95,2.055396,10.157.65.211,224.0.0.22,IGMPv3,62,Membership Report / Leave group 224.0.0.251 / Leave group 224.0.0.252,Normal,Normal,45.4%,100.0%
96,2.055396,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,54.3%,100.0%
97,2.055396,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,54.3%,100.0%
98,2.055396,10.157.65.211,224.0.0.22,IGMPv3,56,Membership Report / Join group 224.0.0.251 for any sources,Normal,Normal,45.2%,100.0%
99,2.056238,10.157.65.211,224.0.0.22,IGMPv3,56,Membership Report / Join group 224.0.0.252 for any sources,Normal,Normal,45.2%,100.0%
100,2.056238,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,54.3%,100.0%
101,2.056238,fe80::6a4:95b3:539c:2a84,ff02::1:3,LLMNR,89,Standard query 0xc324 ANY CHIA74417,Sospechoso,Sospechoso,57.2%,100.0%
102,2.0567,10.157.65.211,224.0.0.252,LLMNR,69,Standard query 0xc324 ANY CHIA74417,Normal,Normal,45.5%,100.0%
103,2.0567,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,54.3%,100.0%
104,2.0567,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.66.237? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.0%,100.0%
105,2.15019,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.203? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.1%,100.0%
106,2.15019,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.70.32? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.1%,100.0%
107,2.252591,10.157.66.236,239.255.255.250,SSDP,212,M-SEARCH * HTTP/1.1 ,Normal,Normal,46.4%,100.0%
108,2.252591,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.100? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.2%,100.0%
109,2.252591,0.0.0.0,255.255.255.255,DHCP,342,DHCP Discover - Transaction ID 0x8d5b0da1,Normal,Normal,45.0%,100.0%
110,2.355166,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.67.181? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.3%,100.0%
111,2.355166,72:fc:67:ca:bc:f6,Broadcast,ARP,56,ARP Announcement for 10.157.69.56,Posible Ataque,Posible Ataque,49.3%,100.0%
112,2.458154,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.69.220? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.4%,100.0%
113,2.458154,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.181? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.4%,100.0%
114,2.458154,10.157.65.211,224.0.0.22,IGMPv3,62,Membership Report / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources,Normal,Normal,45.3%,100.0%
115,2.458154,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,130,Multicast Listener Report Message v2,Sospechoso,Sospechoso,53.3%,100.0%
116,2.560143,169.254.174.210,239.255.255.250,UDP/XML,1124,61846  >  3702 Len=1082,Normal,Normal,68.7%,100.0%
117,2.560143,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.64.197? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.5%,100.0%
118,2.662161,10.157.66.40,224.0.0.251,MDNS,87,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Normal,Normal,45.5%,100.0%
119,2.662161,fe80::7889:a8ff:febe:b68c,ff02::fb,MDNS,107,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Sospechoso,Sospechoso,57.3%,100.0%
120,2.662161,72:fc:67:ca:bc:f6,Broadcast,ARP,56,ARP Announcement for 10.157.69.56,Posible Ataque,Posible Ataque,49.6%,100.0%
121,2.766046,10.157.65.239,224.0.0.251,MDNS,193,"Standard query response 0x0000 SRV, cache flush 0 0 51040 es-D43D52499B68.local A, cache flush 10.157.65.239 NSEC, cache flush es-D43D52499B68.local NSEC, cache flush D4:3D:52:49:9B:68@OneScreen-6786._raop._tcp.local",Normal,Normal,47.2%,100.0%
122,2.766046,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.67.228? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.7%,100.0%
123,2.766046,10.157.66.40,239.255.255.250,SSDP,167,M-SEARCH * HTTP/1.1 ,Normal,Normal,46.0%,100.0%
124,2.866832,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.10? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.8%,100.0%
125,2.866832,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.71.17? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.8%,100.0%
126,2.969716,fe80::15f1:a44:8b76:7a77,ff02::16,ICMPv6,150,Multicast Listener Report Message v2,Sospechoso,Sospechoso,52.7%,100.0%
127,2.969716,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.66.141? Tell 10.157.64.1,Posible Ataque,Posible Ataque,49.9%,100.0%
128,2.969716,72:fc:67:ca:bc:f6,Broadcast,ARP,56,ARP Announcement for 10.157.69.56,Posible Ataque,Posible Ataque,49.9%,100.0%
129,2.969716,72:fc:67:ca:bc:f6,Broadcast,ARP,56,Who has 10.157.64.1? Tell 10.157.69.56,Posible Ataque,Posible Ataque,49.9%,100.0%
130,3.07464,10.157.69.56,224.0.0.251,IGMPv2,56,Membership Report group 224.0.0.251,Normal,Normal,45.4%,99.5%
131,3.07464,10.157.69.148,224.0.0.251,MDNS,100,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question",Normal,Normal,45.7%,100.0%
132,3.075215,fe80::cbf:2dc1:c366:9d57,ff02::fb,MDNS,120,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question",Sospechoso,Sospechoso,56.9%,100.0%
133,3.075215,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.66.237? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.0%,100.0%
134,3.075215,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.71.61? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.0%,100.0%
135,3.075813,fe80::2f5a:974a:4e57:5608,ff02::1:2,DHCPv6,120,Information-request XID: 0xf0efc1 CID: 000100012d63ea6f2c58b9d3aaa1 ,Sospechoso,Sospechoso,50.1%,99.0%
136,3.075813,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.203? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.0%,100.0%
137,3.174295,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.70.32? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.1%,100.0%
138,3.174295,10.157.64.73,239.255.255.250,SSDP,167,M-SEARCH * HTTP/1.1 ,Normal,Normal,46.1%,100.0%
139,3.174295,10.157.66.236,239.255.255.250,SSDP,212,M-SEARCH * HTTP/1.1 ,Normal,Normal,46.6%,100.0%
140,3.27713,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.100? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.2%,100.0%
141,3.27713,AzureWaveTec_ed:6d:26,Broadcast,ARP,56,Who has 10.157.68.33? Tell 10.157.71.164,Posible Ataque,Posible Ataque,50.2%,100.0%
142,3.37935,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.67.181? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.4%,100.0%
143,3.37935,::,ff02::1:ffcc:5618,ICMPv6,86,Neighbor Solicitation for fe80::fc2a:e8ff:fecc:5618,Sospechoso,Sospechoso,53.9%,99.5%
144,3.37935,::,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,53.8%,100.0%
145,3.37935,0.0.0.0,255.255.255.255,DHCP,348,DHCP Discover - Transaction ID 0x47ebcbbd,Normal,Normal,44.8%,100.0%
146,3.379855,10.157.68.221,10.157.71.255,UDP,63,59122  >  32412 Len=21,Normal,Normal,47.9%,100.0%
147,3.483696,AzureWaveTec_ed:6d:26,Broadcast,ARP,56,Who has 10.157.68.33? Tell 10.157.71.164,Posible Ataque,Posible Ataque,50.5%,100.0%
148,3.483696,10.157.68.221,10.157.71.255,UDP,63,59124  >  32414 Len=21,Normal,Normal,48.0%,100.0%
149,3.483696,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.69.220? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.5%,100.0%
150,3.484991,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.181? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.5%,100.0%
151,3.58339,10.157.64.73,224.0.0.251,MDNS,87,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Normal,Normal,45.6%,99.5%
152,3.58339,fe80::84a2:80ff:fe20:a803,ff02::fb,MDNS,107,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Sospechoso,Sospechoso,56.9%,100.0%
153,3.58339,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.64.197? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.6%,100.0%
154,3.646669,10.157.69.106,64.31.17.14,TCP,55,57402  >  443 [ACK] Seq=1 Ack=1 Win=1021 Len=1,Normal,Normal,46.1%,100.0%
155,3.67538,fe80::6074:55ff:fe12:b795,ff02::fb,MDNS,107,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Sospechoso,Sospechoso,56.9%,100.0%
156,3.67538,10.157.69.241,224.0.0.251,MDNS,87,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question",Normal,Normal,45.6%,99.5%
157,3.67538,10.157.69.241,239.255.255.250,SSDP,167,M-SEARCH * HTTP/1.1 ,Normal,Normal,46.2%,100.0%
158,3.789637,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.67.228? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.8%,100.0%
159,3.79595,64.31.17.14,10.157.69.106,TCP,66,443  >  57402 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2,Normal,Normal,46.3%,100.0%
160,3.891427,::,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,53.6%,100.0%
161,3.891427,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.68.10? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.9%,100.0%
162,3.891427,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.71.17? Tell 10.157.64.1,Posible Ataque,Posible Ataque,50.9%,100.0%
163,3.994467,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.66.141? Tell 10.157.64.1,Posible Ataque,Posible Ataque,51.0%,100.0%
164,3.994467,fe80::6a4:95b3:539c:2a84,ff02::1:3,LLMNR,89,Standard query 0x09e3 ANY CHIA74417,Sospechoso,Sospechoso,56.2%,100.0%
165,3.994467,fe80::6a4:95b3:539c:2a84,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Sospechoso,Sospechoso,53.6%,100.0%
