"No.","Time","Source","Destination","Protocol","Length","Info"
"167","3.994467","10.157.65.211","224.0.0.22","IGMPv3","56","Membership Report / Leave group 224.0.0.251"
"168","3.994467","10.157.65.211","224.0.0.22","IGMPv3","56","Membership Report / Leave group 224.0.0.252"
"169","3.995101","fe80::6a4:95b3:539c:2a84","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"170","3.995101","fe80::6a4:95b3:539c:2a84","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"171","3.995101","10.157.65.211","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.252 for any sources"
"172","3.996391","fe80::6a4:95b3:539c:2a84","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"173","3.996391","10.157.65.211","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.251 for any sources"
"174","4.096006","fe80::4ca2:3ff:fef2:1cef","ff02::2","ICMPv6","70","Router Solicitation from 4e:a2:03:f2:1c:ef"
"175","4.096006","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.71.61? Tell 10.157.64.1"
"176","4.096840","fe80::fc2a:e8ff:fecc:5618","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"177","4.198258","AzureWaveTec_ed:6d:26","Broadcast","ARP","56","Who has 10.157.68.33? Tell 10.157.71.164"
"178","4.198258","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.66.237? Tell 10.157.64.1"
"179","4.198258","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.70.32? Tell 10.157.64.1"
"180","4.198816","10.157.66.236","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"181","4.301321","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.68.100? Tell 10.157.64.1"
"182","4.301321","fe80::18a7:aff3:3487:b498","ff02::fb","MDNS","152","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question PTR _B143C57E._sub._googlecast._tcp.local, ""QM"" question PTR OneScreen-6786._googlecast._tcp.local"
"183","4.404020","0.0.0.0","255.255.255.255","DHCP","346","DHCP Discover - Transaction ID 0x39a89c8e"
"184","4.404020","::","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"185","4.404020","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.67.181? Tell 10.157.64.1"
"186","4.404020","10.157.66.216","224.0.0.251","MDNS","184","Standard query 0x0004 PTR _googlecast._tcp.local, ""QM"" question PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _CFE7FEDA._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"187","4.404020","fe80::fc9b:d3ff:fe17:e92c","ff02::fb","MDNS","204","Standard query 0x0004 PTR _googlecast._tcp.local, ""QM"" question PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _CFE7FEDA._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"188","4.404825","0.0.0.0","255.255.255.255","DHCP","358","DHCP Request  - Transaction ID 0x47ebcbbd"
"189","4.404825","0.0.0.0","255.255.255.255","DHCP","356","DHCP Request  - Transaction ID 0x39a89c8e"
"190","4.404825","::","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"191","4.404825","fe:2a:e8:cc:56:18","Broadcast","ARP","42","Who has 10.157.64.1? Tell 10.157.70.35"
"192","4.608055","fe80::fc2a:e8ff:fecc:5618","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"193","4.608055","fe80::7889:a8ff:febe:b68c","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"194","4.608055","10.157.66.40","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"195","4.608721","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.64.197? Tell 10.157.64.1"
"196","4.711610","10.157.71.174","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"197","4.711610","fe80::77d9:8ec9:8ada:f849","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"198","4.711610","10.157.71.174","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"199","4.711610","10.157.71.174","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"200","4.711610","fe80::42d:894:41fd:366","ff02::fb","MDNS","101","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question"
"201","4.711610","10.157.68.238","224.0.0.251","MDNS","81","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question"
"202","4.712656","::","ff02::16","ICMPv6","230","Multicast Listener Report Message v2"
"203","4.712656","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x6ffb549d"
"204","4.813418","10.157.66.40","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"205","4.813418","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.67.228? Tell 10.157.64.1"
"206","4.915625","fe80::14fa:e359:4b33:18e4","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"207","4.915625","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.68.10? Tell 10.157.64.1"
"208","4.915625","10.157.69.64","224.0.0.251","IGMPv2","56","Membership Report group 224.0.0.251"
"209","4.916207","3e:17:08:1c:27:a1","Broadcast","ARP","56","Who has 10.157.66.228? Tell 10.157.69.64"
"210","4.916207","3e:17:08:1c:27:a1","Broadcast","ARP","56","Who has 10.157.65.213? Tell 10.157.69.64"
"211","4.916207","10.157.69.64","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question"
"212","4.916892","fe80::14fa:e359:4b33:18e4","ff02::fb","MDNS","120","Standard query 0x0000 PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question"
"213","5.017736","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.66.180? Tell 10.157.64.1"
"214","5.017736","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.66.141? Tell 10.157.64.1"
"215","5.017736","10.157.71.174","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"216","5.018287","fe80::77d9:8ec9:8ada:f849","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"217","5.018287","10.157.71.174","224.0.0.251","MDNS","96","Standard query 0x0000 PTR _spotify-social-listening._tcp.local, ""QU"" question"
"218","5.119382","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.71.61? Tell 10.157.64.1"
"219","5.223233","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.66.237? Tell 10.157.64.1"
"220","5.223233","10.157.64.73","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"221","5.223233","fe80::6a4:95b3:539c:2a84","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"222","5.223233","10.157.65.211","224.0.0.252","LLMNR","69","Standard query 0x189b ANY CHIA74417"
"223","5.223233","fe80::6a4:95b3:539c:2a84","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"224","5.223776","10.157.65.211","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.252 for any sources"
"225","5.223776","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.70.32? Tell 10.157.64.1"
"226","5.223776","::","ff02::1:ff38:549c","ICMPv6","86","Neighbor Solicitation for fe80::837:9bff:fe38:549c"
"227","5.326406","10.157.66.236","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"228","5.326406","fe80::14fa:e359:4b33:18e4","ff02::fb","MDNS","120","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question"
"229","5.326406","10.157.69.64","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question"
"230","5.326406","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.69.220? Tell 10.157.64.1"
"231","5.427992","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.67.181? Tell 10.157.64.1"
"232","5.427992","10.157.69.115","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"233","5.427992","10.157.70.35","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"234","5.477978","10.157.69.106","10.157.65.239","TCP","164","52502  >  8009 [PSH, ACK] Seq=111 Ack=116 Win=1024 Len=110"
"235","5.497847","10.157.65.239","10.157.69.106","TCP","56","8009  >  52502 [ACK] Seq=116 Ack=221 Win=1161 Len=0"
"236","5.519119","b6:25:46:52:3f:96","Broadcast","ARP","56","Gratuitous ARP for 10.40.2.140 (Reply)"
"237","5.519119","fe80::84a2:80ff:fe20:a803","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"238","5.519119","10.157.64.73","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"239","5.519911","10.157.65.211","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.252 for any sources"
"240","5.519911","fe80::6a4:95b3:539c:2a84","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"241","5.519911","fe80::7889:a8ff:febe:b68c","ff02::2","ICMPv6","70","Router Solicitation from 7a:89:a8:be:b6:8c"
"242","5.520207","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.68.181? Tell 10.157.64.1"
"243","5.632395","::","ff02::16","ICMPv6","230","Multicast Listener Report Message v2"
"244","5.632395","10.157.70.242","224.0.0.251","MDNS","86","Standard query 0x0000 PTR 191.65.157.10.in-addr.arpa, ""QM"" question"
"245","5.632395","fe80::19f8:a45b:4132:6df","ff02::fb","MDNS","106","Standard query 0x0000 PTR 191.65.157.10.in-addr.arpa, ""QM"" question"
"246","5.633037","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x6ffb549d"
"247","5.633037","fe80::6a4:95b3:539c:2a84","ff02::1:3","LLMNR","89","Standard query 0x189b ANY CHIA74417"
"248","5.633037","10.157.65.211","224.0.0.252","LLMNR","69","Standard query 0x189b ANY CHIA74417"
"249","5.633037","b6:25:46:52:3f:96","Broadcast","ARP","56","Who has 10.40.1.1? Tell 10.40.2.140"
"250","5.633833","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.71.17? Tell 10.157.64.1"
"251","5.734984","fe80::77d9:8ec9:8ada:f849","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"252","5.734984","10.157.71.174","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"253","5.738337","fe80::8b54:2b5f:892:8083","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"254","5.738337","10.157.68.79","224.0.0.22","IGMPv3","56","Membership Report / Leave group 224.0.0.252"
"255","5.738337","10.157.69.241","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"256","5.738852","fe80::6074:55ff:fe12:b795","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"257","5.738852","10.157.69.241","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"258","5.744042","10.157.65.239","10.157.69.106","TCP","169","8009  >  52502 [PSH, ACK] Seq=116 Ack=221 Win=1161 Len=115"
"259","5.793908","10.157.69.106","10.157.65.239","TCP","54","52502  >  8009 [ACK] Seq=221 Ack=231 Win=1023 Len=0"
"260","5.826434","10.157.70.35","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"261","5.826434","10.157.65.239","255.255.255.255","UDP","103","48689  >  48689 Len=61"
"262","5.826434","fe80::8b54:2b5f:892:8083","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"263","5.826434","10.157.68.79","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.252 for any sources"
"264","5.826434","fe80::8b54:2b5f:892:8083","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"265","5.826434","10.157.68.79","224.0.0.22","IGMPv3","56","Membership Report / Leave group 224.0.0.252"
"266","5.827264","10.157.68.79","224.0.0.252","LLMNR","69","Standard query 0x4be2 ANY CHIA68930"
"267","5.827264","fe80::8b54:2b5f:892:8083","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"268","5.827264","10.157.68.79","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.252 for any sources"
"269","5.828596","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.67.228? Tell 10.157.64.1"
"270","5.845722","10.157.69.106","8.8.8.8","DNS","85","Standard query 0x3fea HTTPS chrome.cloudflare-dns.com"
"271","5.845939","10.157.69.106","8.8.8.8","DNS","85","Standard query 0xe9ec A chrome.cloudflare-dns.com"
"272","5.862451","8.8.8.8","10.157.69.106","DNS","117","Standard query response 0xe9ec A chrome.cloudflare-dns.com A 172.64.41.3 A 162.159.61.3"
"273","5.862451","8.8.8.8","10.157.69.106","DNS","158","Standard query response 0x3fea HTTPS chrome.cloudflare-dns.com HTTPS"
"274","5.864396","10.157.69.106","172.64.41.3","QUIC","1292","Initial, DCID=9fe5c42b830581bb, PKN: 1, PING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO"
"275","5.864451","10.157.69.106","172.64.41.3","QUIC","1292","Initial, DCID=9fe5c42b830581bb, PKN: 2, CRYPTO, PING, CRYPTO, PING, PING, PING, PADDING, PING, PING, PING, PADDING, CRYPTO, PADDING, PING, PING"
"276","5.864728","10.157.69.106","172.64.41.3","TCP","66","60199  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"277","5.874448","172.64.41.3","10.157.69.106","TCP","66","443  >  60199 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"278","5.874682","10.157.69.106","172.64.41.3","TCP","54","60199  >  443 [ACK] Seq=1 Ack=1 Win=263168 Len=0"
"279","5.875695","10.157.69.106","172.64.41.3","TLSv1.2","1853","Client Hello (SNI=chrome.cloudflare-dns.com)"
"280","5.879433","172.64.41.3","10.157.69.106","TCP","56","443  >  60199 [RST, ACK] Seq=1 Ack=1800 Win=57344 Len=0"
"281","5.880453","10.157.69.106","172.64.41.3","TCP","66","55551  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"282","5.889224","172.64.41.3","10.157.69.106","TCP","66","443  >  55551 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"283","5.889451","10.157.69.106","172.64.41.3","TCP","54","55551  >  443 [ACK] Seq=1 Ack=1 Win=263168 Len=0"
"284","5.890034","10.157.69.106","172.64.41.3","TLSv1.2","1821","Client Hello (SNI=chrome.cloudflare-dns.com)"
"285","5.892704","172.64.41.3","10.157.69.106","TCP","56","443  >  55551 [RST, ACK] Seq=1 Ack=1768 Win=57344 Len=0"
"286","6.042072","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.66.141? Tell 10.157.64.1"
"287","6.042072","10.157.70.242","224.0.0.251","MDNS","86","Standard query 0x0000 PTR 191.65.157.10.in-addr.arpa, ""QM"" question"
"288","6.042072","fe80::19f8:a45b:4132:6df","ff02::fb","MDNS","106","Standard query 0x0000 PTR 191.65.157.10.in-addr.arpa, ""QM"" question"
"289","6.042072","fe80::19f8:a45b:4132:6df","ff02::1:3","LLMNR","106","Standard query 0x225a PTR 191.65.157.10.in-addr.arpa"
"290","6.042072","10.157.70.242","224.0.0.252","LLMNR","86","Standard query 0x225a PTR 191.65.157.10.in-addr.arpa"
"291","6.042072","fe80::837:9bff:fe38:549c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"292","6.043146","fe80::837:9bff:fe38:549c","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"293","6.043146","fe80::837:9bff:fe38:549c","ff02::2","ICMPv6","70","Router Solicitation from 0a:37:9b:38:54:9c"
"294","6.144684","10.157.67.235","10.157.71.255","UDP","82","57621  >  57621 Len=40"
"295","6.144684","10.157.68.79","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.252 for any sources"
"296","6.145608","fe80::8b54:2b5f:892:8083","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"297","6.145608","fe80::6a4:95b3:539c:2a84","ff02::1:3","LLMNR","89","Standard query 0x7813 ANY CHIA74417"
"298","6.145608","10.157.65.211","224.0.0.252","LLMNR","69","Standard query 0x7813 ANY CHIA74417"
"299","6.146083","fe80::6a4:95b3:539c:2a84","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"300","6.146083","10.157.65.211","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.252 for any sources"
"301","6.146083","10.157.64.73","10.157.71.255","UDP","82","57621  >  57621 Len=40"
"302","6.167323","10.157.69.106","172.64.41.3","QUIC","1292","Initial, DCID=9fe5c42b830581bb, PKN: 4, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO, CRYPTO"
"303","6.246559","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.66.237? Tell 10.157.64.1"
"304","6.246559","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.71.61? Tell 10.157.64.1"
"305","6.246559","fe80::bc0b:6bff:fec3:fce6","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"306","6.247506","fe80::bc0b:6bff:fec3:fce6","ff02::2","ICMPv6","70","Router Solicitation from be:0b:6b:c3:fc:e6"
"307","6.247506","fe80::8b54:2b5f:892:8083","ff02::1:3","LLMNR","89","Standard query 0x4be2 ANY CHIA68930"
"308","6.247506","10.157.68.79","224.0.0.252","LLMNR","69","Standard query 0x4be2 ANY CHIA68930"
"309","6.247506","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.70.32? Tell 10.157.64.1"
"310","6.351490","10.157.69.64","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question"
"311","6.351490","fe80::14fa:e359:4b33:18e4","ff02::fb","MDNS","120","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question"
"312","6.351490","fe80::bc0b:6bff:fec3:fce6","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"313","6.352194","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.69.220? Tell 10.157.64.1"
"314","6.451549","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.67.181? Tell 10.157.64.1"
"315","6.451549","fe80::19f8:a45b:4132:6df","ff02::fb","MDNS","106","Standard query 0x0000 PTR 191.65.157.10.in-addr.arpa, ""QM"" question"
"316","6.451549","fe80::19f8:a45b:4132:6df","ff02::1:3","LLMNR","106","Standard query 0x225a PTR 191.65.157.10.in-addr.arpa"
"317","6.451549","10.157.70.242","224.0.0.252","LLMNR","86","Standard query 0x225a PTR 191.65.157.10.in-addr.arpa"
"318","6.451549","10.157.70.242","224.0.0.251","MDNS","86","Standard query 0x0000 PTR 191.65.157.10.in-addr.arpa, ""QM"" question"
"319","6.452383","10.157.70.35","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"320","6.554174","10.157.65.211","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.252 for any sources"
"321","6.554174","fe80::6a4:95b3:539c:2a84","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"322","6.554174","10.157.69.47","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"323","6.554174","fe80::bc0b:6bff:fec3:fce6","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"324","6.554692","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.68.181? Tell 10.157.64.1"
"325","6.656065","fe80::7889:a8ff:febe:b68c","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"326","6.656065","10.157.66.40","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"327","6.656065","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.64.197? Tell 10.157.64.1"
"328","6.656663","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.71.17? Tell 10.157.64.1"
"329","6.758710","10.157.69.115","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"330","6.758710","10.157.66.40","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"331","6.758710","10.157.70.35","224.0.0.251","MDNS","84","Standard query 0x0822 PTR 1.64.157.10.in-addr.arpa, ""QM"" question"
"332","6.775796","10.157.69.106","172.64.41.3","QUIC","1292","Initial, DCID=9fe5c42b830581bb, PKN: 6, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO"
"333","6.861432","10.157.70.35","224.0.0.22","IGMPv3","62","Membership Report / Leave group 239.255.255.250 / Join group 224.0.0.251 for any sources"
"334","6.861432","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.67.228? Tell 10.157.64.1"
"335","6.861432","fe80::b425:46ff:fe52:3f96","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"336","6.861432","10.157.64.102","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.251 for any sources"
"337","6.971175","10.157.64.102","224.0.0.22","IGMPv3","56","Membership Report / Leave group 224.0.0.251"
"338","6.971175","HuiZhouGaosh_7a:fe:71","Broadcast","ARP","56","Who has 10.157.64.102? Tell 10.157.65.239"
"339","6.971175","10.157.64.102","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.251 for any sources"
"340","6.971175","fe80::433:21ff:fe62:404","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"341","6.971841","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.68.10? Tell 10.157.64.1"
"342","6.971841","10.157.64.102","224.0.0.251","MDNS","82","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question"
"343","6.971841","fe80::433:21ff:fe62:404","ff02::fb","MDNS","102","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question"
"344","6.972475","10.157.64.102","224.0.0.251","MDNS","103","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question"
"345","6.972475","fe80::433:21ff:fe62:404","ff02::fb","MDNS","123","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question"
"346","6.972475","10.157.64.102","224.0.0.22","IGMPv3","56","Membership Report / Leave group 224.0.0.251"
"347","6.973112","fe80::433:21ff:fe62:404","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"348","6.973112","10.157.64.102","224.0.0.251","MDNS","119","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"349","7.066664","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.69.47? Tell 10.157.64.1"
"350","7.066664","10.157.71.174","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"351","7.066664","fe80::77d9:8ec9:8ada:f849","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"352","7.067232","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.66.141? Tell 10.157.64.1"
"353","7.067232","10.157.70.35","224.0.0.22","IGMPv3","62","Membership Report / Leave group 239.255.255.250 / Join group 224.0.0.251 for any sources"
"354","7.167519","26:d3:7c:f6:3c:f7","Broadcast","ARP","56","Who has 10.157.64.1? Tell 10.157.69.221"
"355","7.271626","::","ff02::1:ff94:2bb9","ICMPv6","86","Neighbor Solicitation for fe80::93c8:102:ce94:2bb9"
"356","7.271626","::","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"357","7.271626","0.0.0.0","255.255.255.255","DHCP","336","DHCP Request  - Transaction ID 0xa0092772"
"358","7.272404","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.71.61? Tell 10.157.64.1"
"359","7.272404","10.157.64.96","10.157.71.255","STEAMDISCOVER","82","Client Discovery Seq=1"
"360","7.272404","CloudNetwork_c3:41:a7","Broadcast","ARP","56","Who has 10.157.64.96? Tell 10.157.65.178"
"361","7.272684","fe80::d5b9:6311:a76b:ed7e","ff02::1:2","DHCPv6","120","Information-request XID: 0x92c2e6 CID: 000100012a7758510045e20ccc8f "
"362","7.272684","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.70.32? Tell 10.157.64.1"
"363","7.273322","10.157.64.73","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"364","7.273322","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.66.237? Tell 10.157.64.1"
"365","7.273322","AzureWaveTec_cb:7a:3c","Broadcast","ARP","56","Who has 10.157.64.96? Tell 10.157.68.67"
"366","7.373551","CloudNetwork_39:c2:e3","Broadcast","ARP","56","Who has 10.157.64.96? Tell 10.157.71.22"
"367","7.373551","HuiZhouGaosh_7a:fe:71","Broadcast","ARP","56","Who has 10.157.70.160? Tell 10.157.65.239"
"368","7.373551","Intel_91:23:5f","Broadcast","ARP","56","Who has 10.157.64.96? Tell 10.157.69.115"
"369","7.373551","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.69.220? Tell 10.157.64.1"
"370","7.475696","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.67.181? Tell 10.157.64.1"
"371","7.475696","10.157.65.211","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.252 for any sources / Join group 224.0.0.251 for any sources"
"372","7.475696","fe80::6a4:95b3:539c:2a84","ff02::16","ICMPv6","130","Multicast Listener Report Message v2"
"373","7.577608","fe80::84a2:80ff:fe20:a803","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"374","7.577608","10.157.64.73","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"375","7.577608","fe80::837:9bff:fe38:549c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"376","7.578221","10.157.69.115","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"377","7.578221","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x6ffb549d"
"378","7.578221","Sophos_fc:00:09","Broadcast","ARP","56","Who has 10.157.68.181? Tell 10.157.64.1"
"379","7.680701","fe80::6cd2:77ff:fece:2bdc","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"380","7.680701","10.157.67.128","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.251 for any sources"
